"Palliard","Palliard EP","Self-Released","Debut from local instrument-laden pop group Palliard. The band formed in a dusty attic and after playing other people’s songs decided that they could write their own as well. After adding a steady drummer they moved out of the attic and into a warehouse in the meat packing district where they recorded this EP (as well as a whole album’s worth of material).If you enjoy THE DECEMBERISTS, ELLIOTT SMITH and WILCO you’ll find something on this EP you’ll enjoy. Upright bass, slide guitar, acoustic guitar, keyboards, electric guitars and various percussion sprinkled throughout. Bass player Anthony also used to play in angular rockers THE FORTY ONE RIVERS.","","","1.5.3.4."
"Charade, The","The Best Is Yet To Come","Skipping Stones","When I first put this record on I felt as if I had escaped to a sunny field in northern Europe with the wind blowing lazily and the ground covered in yellow and pink flowers. Yes, I was frolicking. This is a spectacular pop record. Yes, it probably wouldn’t exist without BELLE AND SEBASTIAN, but that’s beside the point. RIYL: BELLE & SEBASTIAN, SCOTLAND YARD GOSPEL CHOIR, AISLERS SET, pop music","","","1.3.2.6.9."
"Various Artists (Bjork)","Army of Me","One Little Indian","This record (a compilation of remixes and covers of Bjork's amazing single Army Of Me) has been produced to benefit Unicef (The United Nations Children's Fund) with all profits going directly to the charity. An invitation to submit versions of “Army of Me”, Bjork's most popular title for covers it transpired, was posted on bjork.com... within a week over 600 were received ,through which Bjork and the song's co-writer, Graham (808 State) Massey, worked to select 20. As stylistically varied as the song's originator and the officially commissioned remixes at the time, the selection incorporates the extreme metal of Canada's Interzone to the Spanish country take of The Messengers of God, via electroclash and accordion interpretations.  ","","","3.2.4.13.15."
"Sloan","A-Sides Win: Singles 1992-2005","Koch","This new Sloan collection does a good job of hitting all the high points in Sloan’s career. For many of us, we are already familiar with these tracks, and it’s nice to have tehm all in one place, so the highlight will be the two brand new tracks that are included with the compilation. Wow, 13 years of the band being grossly ignored. It’s a shame.","","","16.15.1.5.12.all"
"Picastro","Metal Cares","Polyvinyl","With violin, cello, piano, guitar and strong, textured vocals, Picastro seduce and haunt their listeners. With influences as varied as Russian folksons, gypsy dirges, Black Sabbath and The Faces, this Canadian band have a rich background and it shows. If you enjoy the RACHEL’S you’ll definitely like this one. Dark, moody music for a rainy day.","","","3.1.5.6.7."
"Lucero","Nobody’s Darlings","Liberty and Lament","After tours with AGAINST ME!, THE BREEDERS, TED LEO and WEAKERTHANS Lucero have returned to the studio. Produced by legendary Memphis producer Jim Dickinson, Nobody’s Darling has Lucero pulling on your heartstrings with a sound that has been described as a “GRAM PARSON heart and a SHANE MCGOWAN throat.”","","","1.11.3.2.6.7.9."
"Melvins","Mangled Demos From 1983","Ipecac","Recorded way back in 1983, this is the early demos from the legendary Melvins. It’s the first line up and sounds rough and mangled. They promise that these will clear your sinuses. I can’t ask for much more.","","","2.3.5"
"Smog","A River Ain’t Too Much In Love","Drag City","Another beautiful and melacholic album from wry crooner Bill Callahan, aka Smog. Recorded at Willie Nelson’s studio down in Spicewood, TX, this album is Callahan at his most relaxed and backwoods, and perhaps even hopeful. A sure thing for past fans, and a heartwarm welcome for new ones.","","","2.5.7.8"
"OCS","3 & 4","Narnack","2 whole cd’s of songs from  John Dwyer of THE COACHWHIPS and Patrick Mullins of BURMESE, also known as OCS. Lo-fi, beuatifully murky and emotionally bare, OCS has a beauty to its shyness and delicacy. Like the feeling you get after your second drink on a warm summer night.","","","Disc 1: 1.6.12.14Disc 2: 1.4.9"
"Various Artists","Mile: A Hush Compilation","Hush Records","Celebrating 50 releases, Hush Records’ Chad Crouch brings us a marvelous compilation of all the talented and amazing songwriters that have come out of Portland, OR. Including unreleased tracks from Decemberists, norfolk and Western, Graves, Jeff London and Kind of Like Spitting.","","","2.4.5.6.7.8.10"
"Worm Is Green","Automagic","Arena Rock","Worm Is Green is the perfect blend of ambient electronic-pop from Iceland. Musically, Worm Is Green is a blend of electronic bleeps and delicate vocals. Just the sort of hushed siren songs you’d imagine hailing from Iceland’s cold winters. Features a cover of “Love Will Tear Us Apart.”","","","1.3.7.9"
"Mister Metaphor","Die On The High Road","Omnibus","Die On The High Road shares key elements with every decent rock record released in the last 15 years: precise, clean guitars; a rhythm section tighter than a drumhead; actual dynamics; prog-style vocals and an ensemble that can stop and start on a dime. The band's approach is not original -- they're basically retreading the waters that Braid navigated ten years ago, with a side of Don Caballero -- but when they hit their stride, the results are enchanting. The EP is strong from start to finish, and the last two songs (""The Gloaming"" and ""Breathe Out"") bring everything together; when the band stretches out, it's clear that their music is about space and the lack thereof. ","","","2.3.5.6"
"Blusom","The Metapolitan","Second Nature","Denver based Blusom’s second full-length is a beautiful mix of heartfelt indie pop, delightful melodies and heart breaking vocals. The music is akin to THE POSTAL SERVICE meeting APHEX TWIN and RADIOHEAD in an elevator and deciding to team up. Heartwarming in its honesty, this is a perfet springtime CD.","","","2.3.6"
"Milk At Midnight","Letter Bombs and Holidays","Self-Released","Local power-rock trio, Milk At Midnight, return with their follow up EP to 2003’s A Fit To End All Time. This EP shows the band expanding on their JANES ADDICTION meets FUGAZI and hangs out with JEREMY ENIGK/SUNNY DAY REAL ESTATE for dinner sound with some stronger and more diverse song writing efforts. Pretty cool EP. Track 5 is a Cure cover.","","","3.4.5.1."
"M.I.A. / Diplo","Piracy Funds Terrorism V. 1","Hollertronix","The 411: M.I.A.’s “Arular” + other unreleased tracks are the source material, mashed up by producer/boyfriend Diplo with the likes of “Push It,” (13) “Sweet Dreams, “ JOY DIVISION glass-breaking (17), MADONNA (14), PRINCE (16), DEAD PREZ (12), and… “Big Pimpin’”!  Like a Power 92 mix from your sweetest, dirtiest, sweatiest, best ever dreams, with just enough obscure dance material from south of the border to satisfy one’s fix for something completely out of left field.  (If you hear Portuguese, it’s probably Brazilian baile funk.)  Comparing this to Diplo’s limp-ass album “Florida,” I’m tempted to believe in doppelgangers.  Note: you probably want to play this continuous so it doesn’t get cut off, except… ***DO NOT PLAY # 20 AFTER #19***, 20 says “fuck” at 0:04.  ","","","2.12.3.19.14.5.7"
"Lyrics Born","Same Shit, Different Day","Mobile Home","SAY STUFF INSTEAD OF SHIT WHEN SAYING THE TITLE.One year after his highly-anticipated but mediocre debut Later That Day hit the scene, Lyrics Born has worked hard to regain his credibility with his second attempt – a  remix of his first disc. With a respectable list of guests performers, notable cameos include KRS-ONE and EVIDENCE of DIALATED PEOPLES (3), and a DAN THE AUTOMATOR (4) cut featuring a line from Saturday Night Live’s 1990s character Stewart Smally (“goshdarnit, people like me”). Genre-blending and song diversity puts this album in the carpool lane, with hip hop driving, rock riding shotgun, and R&B and chillout in the backseat. From straight up hip hop to skateboard rock sound similar to N*E*R*D (8), to a MORCHEEBA mix (15), Lyrics Born covers each genre well enough to make for good radio play.","","","3.5.15.8.11.16"
"Z-Trip","Shifting Gears","Hollywood","DJ Z-Trip has built a following by bootlegging his own cross-genre mash-ups online, but the sample-stealing DJ is also a legitimate producer. Shifting Gears takes you back to a time before the gangstas, before the hoes – a time of Shell-Toes with fat laces and headspins – while still maintaining enough progressiveness in rhyming and scratching to make this album more than just another back-in-the-day disc. One of the nicest cuts on the album is a tribute to a dynamic duo from childhood: Saturday morning cartoons and cereal (10). Soup of JURASSIC 5 gives a standout performance (2) similar to his group’s style, while LYRICS BORN takes it back to the days of Grandmaster Flash & The Furious five (4). Other guests include Linkin Park frontman CHESTER BENNINGTON (13) and ACEYALONE (12). Good instrumental turntablism on 11 (chill) and 6 (funky breaks). Solid album all the way through. RIYL: Jurassic 5, Treacherous Three, Grandmaster Flash, DJ Shadow, Murs","","","10.2.4.12 instrumentals: 6.11"
